epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.63E+12,2021-09-29T13.36.41.610,10.758,-0.629,0.689,0.493
1.63E+12,2021-09-29T13.36.41.615,10.763,-0.627,0.689,0.49
1.63E+12,2021-09-29T13.36.41.620,10.768,-0.629,0.688,0.491
1.63E+12,2021-09-29T13.36.41.625,10.773,-0.631,0.687,0.493
1.63E+12,2021-09-29T13.36.41.629,10.777,-0.63,0.686,0.495
1.63E+12,2021-09-29T13.36.41.635,10.783,-0.627,0.689,0.489
1.63E+12,2021-09-29T13.36.41.640,10.788,-0.627,0.69,0.492
1.63E+12,2021-09-29T13.36.41.645,10.793,-0.63,0.686,0.49
1.63E+12,2021-09-29T13.36.41.651,10.799,-0.63,0.687,0.493
1.63E+12,2021-09-29T13.36.41.656,10.804,-0.628,0.686,0.493
1.63E+12,2021-09-29T13.36.41.660,10.808,-0.63,0.688,0.491
1.63E+12,2021-09-29T13.36.41.666,10.814,-0.63,0.689,0.493
1.63E+12,2021-09-29T13.36.41.670,10.818,-0.63,0.688,0.496
1.63E+12,2021-09-29T13.36.41.675,10.823,-0.629,0.691,0.495
1.63E+12,2021-09-29T13.36.41.681,10.829,-0.63,0.689,0.494
1.63E+12,2021-09-29T13.36.41.685,10.833,-0.631,0.691,0.494
1.63E+12,2021-09-29T13.36.41.691,10.839,-0.631,0.69,0.492
1.63E+12,2021-09-29T13.36.41.695,10.843,-0.631,0.688,0.494
1.63E+12,2021-09-29T13.36.41.701,10.849,-0.629,0.689,0.497
1.63E+12,2021-09-29T13.36.41.705,10.853,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.41.710,10.858,-0.63,0.687,0.493
1.63E+12,2021-09-29T13.36.41.716,10.864,-0.629,0.685,0.492
1.63E+12,2021-09-29T13.36.41.720,10.868,-0.627,0.687,0.492
1.63E+12,2021-09-29T13.36.41.726,10.874,-0.629,0.688,0.494
1.63E+12,2021-09-29T13.36.41.730,10.878,-0.629,0.688,0.491
1.63E+12,2021-09-29T13.36.41.736,10.884,-0.629,0.687,0.492
1.63E+12,2021-09-29T13.36.41.741,10.889,-0.629,0.687,0.493
1.63E+12,2021-09-29T13.36.41.745,10.893,-0.631,0.686,0.489
1.63E+12,2021-09-29T13.36.41.751,10.899,-0.632,0.688,0.495
1.63E+12,2021-09-29T13.36.41.755,10.903,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.41.761,10.909,-0.628,0.688,0.492
1.63E+12,2021-09-29T13.36.41.765,10.913,-0.628,0.688,0.496
1.63E+12,2021-09-29T13.36.41.771,10.919,-0.628,0.688,0.491
1.63E+12,2021-09-29T13.36.41.776,10.924,-0.631,0.687,0.495
1.63E+12,2021-09-29T13.36.41.782,10.93,-0.631,0.686,0.493
1.63E+12,2021-09-29T13.36.41.786,10.934,-0.63,0.685,0.491
1.63E+12,2021-09-29T13.36.41.790,10.938,-0.628,0.691,0.496
1.63E+12,2021-09-29T13.36.41.796,10.944,-0.628,0.687,0.494
1.63E+12,2021-09-29T13.36.41.801,10.949,-0.629,0.687,0.495
1.63E+12,2021-09-29T13.36.41.807,10.955,-0.629,0.688,0.494
1.63E+12,2021-09-29T13.36.41.811,10.959,-0.627,0.685,0.494
1.63E+12,2021-09-29T13.36.41.817,10.965,-0.629,0.688,0.493
1.63E+12,2021-09-29T13.36.41.821,10.969,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.41.826,10.974,-0.629,0.688,0.493
1.63E+12,2021-09-29T13.36.41.831,10.979,-0.631,0.688,0.491
1.63E+12,2021-09-29T13.36.41.836,10.984,-0.63,0.69,0.49
1.63E+12,2021-09-29T13.36.41.842,10.99,-0.629,0.689,0.49
1.63E+12,2021-09-29T13.36.41.846,10.994,-0.626,0.689,0.493
1.63E+12,2021-09-29T13.36.41.852,11,-0.63,0.688,0.492
1.63E+12,2021-09-29T13.36.41.856,11.004,-0.629,0.689,0.49
1.63E+12,2021-09-29T13.36.41.861,11.009,-0.625,0.687,0.492
1.63E+12,2021-09-29T13.36.41.867,11.015,-0.63,0.688,0.496
1.63E+12,2021-09-29T13.36.41.871,11.019,-0.631,0.685,0.494
1.63E+12,2021-09-29T13.36.41.877,11.025,-0.628,0.687,0.494
1.63E+12,2021-09-29T13.36.41.881,11.029,-0.63,0.688,0.496
1.63E+12,2021-09-29T13.36.41.887,11.035,-0.627,0.688,0.493
1.63E+12,2021-09-29T13.36.41.891,11.039,-0.629,0.688,0.496
1.63E+12,2021-09-29T13.36.41.896,11.044,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.41.902,11.05,-0.627,0.686,0.491
1.63E+12,2021-09-29T13.36.41.906,11.054,-0.629,0.686,0.493
1.63E+12,2021-09-29T13.36.41.912,11.06,-0.63,0.688,0.494
1.63E+12,2021-09-29T13.36.41.916,11.064,-0.629,0.688,0.49
1.63E+12,2021-09-29T13.36.41.922,11.07,-0.631,0.689,0.492
1.63E+12,2021-09-29T13.36.41.927,11.075,-0.629,0.689,0.496
1.63E+12,2021-09-29T13.36.41.932,11.08,-0.628,0.686,0.49
1.63E+12,2021-09-29T13.36.41.937,11.085,-0.63,0.685,0.493
1.63E+12,2021-09-29T13.36.41.941,11.089,-0.625,0.687,0.492
1.63E+12,2021-09-29T13.36.41.947,11.095,-0.629,0.685,0.496
1.63E+12,2021-09-29T13.36.41.952,11.1,-0.629,0.688,0.494
1.63E+12,2021-09-29T13.36.41.957,11.105,-0.629,0.686,0.491
1.63E+12,2021-09-29T13.36.41.962,11.11,-0.629,0.688,0.493
1.63E+12,2021-09-29T13.36.41.968,11.116,-0.63,0.688,0.492
1.63E+12,2021-09-29T13.36.41.972,11.12,-0.629,0.689,0.493
1.63E+12,2021-09-29T13.36.41.976,11.124,-0.627,0.688,0.49
1.63E+12,2021-09-29T13.36.41.982,11.13,-0.629,0.69,0.496
1.63E+12,2021-09-29T13.36.41.987,11.135,-0.629,0.688,0.492
1.63E+12,2021-09-29T13.36.41.993,11.141,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.41.997,11.145,-0.631,0.688,0.495
1.63E+12,2021-09-29T13.36.42.003,11.151,-0.63,0.689,0.492
1.63E+12,2021-09-29T13.36.42.007,11.155,-0.626,0.689,0.493
1.63E+12,2021-09-29T13.36.42.012,11.16,-0.628,0.688,0.496
1.63E+12,2021-09-29T13.36.42.017,11.165,-0.63,0.688,0.494
1.63E+12,2021-09-29T13.36.42.022,11.17,-0.628,0.686,0.495
1.63E+12,2021-09-29T13.36.42.028,11.176,-0.626,0.687,0.496
1.63E+12,2021-09-29T13.36.42.032,11.18,-0.626,0.688,0.496
1.63E+12,2021-09-29T13.36.42.038,11.186,-0.632,0.686,0.492
1.63E+12,2021-09-29T13.36.42.042,11.19,-0.627,0.687,0.494
1.63E+12,2021-09-29T13.36.42.047,11.195,-0.627,0.687,0.496
1.63E+12,2021-09-29T13.36.42.053,11.201,-0.626,0.689,0.493
1.63E+12,2021-09-29T13.36.42.057,11.205,-0.628,0.692,0.495
1.63E+12,2021-09-29T13.36.42.063,11.211,-0.631,0.687,0.493
1.63E+12,2021-09-29T13.36.42.067,11.215,-0.631,0.688,0.493
1.63E+12,2021-09-29T13.36.42.073,11.221,-0.629,0.688,0.493
1.63E+12,2021-09-29T13.36.42.078,11.226,-0.629,0.689,0.493
1.63E+12,2021-09-29T13.36.42.082,11.23,-0.631,0.687,0.494
1.63E+12,2021-09-29T13.36.42.088,11.236,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.42.092,11.24,-0.627,0.693,0.494
1.63E+12,2021-09-29T13.36.42.098,11.246,-0.628,0.688,0.495
1.63E+12,2021-09-29T13.36.42.102,11.25,-0.627,0.685,0.496
1.63E+12,2021-09-29T13.36.42.108,11.256,-0.631,0.686,0.496
1.63E+12,2021-09-29T13.36.42.113,11.261,-0.631,0.688,0.494
1.63E+12,2021-09-29T13.36.42.117,11.265,-0.627,0.687,0.497
1.63E+12,2021-09-29T13.36.42.123,11.271,-0.627,0.687,0.495
1.63E+12,2021-09-29T13.36.42.127,11.275,-0.631,0.69,0.493
1.63E+12,2021-09-29T13.36.42.133,11.281,-0.63,0.69,0.494
1.63E+12,2021-09-29T13.36.42.138,11.286,-0.628,0.691,0.492
1.63E+12,2021-09-29T13.36.42.143,11.291,-0.629,0.69,0.494
1.63E+12,2021-09-29T13.36.42.148,11.296,-0.632,0.688,0.492
1.63E+12,2021-09-29T13.36.42.152,11.3,-0.632,0.69,0.494
