epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635180705104,2021-10-25T12.51.45.104,1.800,-0.888,-0.179,0.531
1635180705107,2021-10-25T12.51.45.107,1.803,-0.889,-0.178,0.529
1635180705113,2021-10-25T12.51.45.113,1.809,-0.884,-0.179,0.530
1635180705117,2021-10-25T12.51.45.117,1.813,-0.886,-0.177,0.531
1635180705123,2021-10-25T12.51.45.123,1.819,-0.886,-0.178,0.531
1635180705127,2021-10-25T12.51.45.127,1.823,-0.886,-0.176,0.529
1635180705133,2021-10-25T12.51.45.133,1.829,-0.891,-0.179,0.529
1635180705138,2021-10-25T12.51.45.138,1.834,-0.888,-0.179,0.531
1635180705142,2021-10-25T12.51.45.142,1.838,-0.884,-0.177,0.530
1635180705148,2021-10-25T12.51.45.148,1.844,-0.886,-0.179,0.532
1635180705152,2021-10-25T12.51.45.152,1.848,-0.887,-0.178,0.531
1635180705158,2021-10-25T12.51.45.158,1.854,-0.889,-0.177,0.530
1635180705162,2021-10-25T12.51.45.162,1.858,-0.885,-0.176,0.530
1635180705168,2021-10-25T12.51.45.168,1.864,-0.886,-0.180,0.528
1635180705173,2021-10-25T12.51.45.173,1.869,-0.889,-0.181,0.530
1635180705179,2021-10-25T12.51.45.179,1.875,-0.888,-0.178,0.530
1635180705183,2021-10-25T12.51.45.183,1.879,-0.886,-0.179,0.531
1635180705187,2021-10-25T12.51.45.187,1.883,-0.887,-0.179,0.532
1635180705193,2021-10-25T12.51.45.193,1.889,-0.885,-0.180,0.530
1635180705198,2021-10-25T12.51.45.198,1.894,-0.887,-0.177,0.531
1635180705203,2021-10-25T12.51.45.203,1.899,-0.889,-0.180,0.530
1635180705208,2021-10-25T12.51.45.208,1.904,-0.887,-0.178,0.530
1635180705214,2021-10-25T12.51.45.214,1.910,-0.885,-0.174,0.531
1635180705218,2021-10-25T12.51.45.218,1.914,-0.888,-0.179,0.531
1635180705222,2021-10-25T12.51.45.222,1.918,-0.889,-0.177,0.532
1635180705228,2021-10-25T12.51.45.228,1.924,-0.888,-0.179,0.527
1635180705233,2021-10-25T12.51.45.233,1.929,-0.888,-0.181,0.528
1635180705239,2021-10-25T12.51.45.239,1.935,-0.889,-0.179,0.530
1635180705243,2021-10-25T12.51.45.243,1.939,-0.885,-0.179,0.527
1635180705249,2021-10-25T12.51.45.249,1.945,-0.885,-0.180,0.533
1635180705253,2021-10-25T12.51.45.253,1.949,-0.890,-0.181,0.530
1635180705259,2021-10-25T12.51.45.259,1.955,-0.887,-0.178,0.530
1635180705263,2021-10-25T12.51.45.263,1.959,-0.885,-0.178,0.528
1635180705268,2021-10-25T12.51.45.268,1.964,-0.885,-0.180,0.531
1635180705274,2021-10-25T12.51.45.274,1.970,-0.888,-0.181,0.531
1635180705278,2021-10-25T12.51.45.278,1.974,-0.886,-0.180,0.529
1635180705284,2021-10-25T12.51.45.284,1.980,-0.887,-0.179,0.530
1635180705288,2021-10-25T12.51.45.288,1.984,-0.884,-0.180,0.530
1635180705294,2021-10-25T12.51.45.294,1.990,-0.885,-0.182,0.529
1635180705299,2021-10-25T12.51.45.299,1.995,-0.888,-0.179,0.526
1635180705305,2021-10-25T12.51.45.305,2.001,-0.889,-0.178,0.530
1635180705309,2021-10-25T12.51.45.309,2.005,-0.888,-0.180,0.527
1635180705313,2021-10-25T12.51.45.313,2.009,-0.887,-0.177,0.532
1635180705319,2021-10-25T12.51.45.319,2.015,-0.887,-0.180,0.530
1635180705324,2021-10-25T12.51.45.324,2.020,-0.891,-0.179,0.528
1635180705329,2021-10-25T12.51.45.329,2.025,-0.885,-0.177,0.527
1635180705334,2021-10-25T12.51.45.334,2.030,-0.885,-0.179,0.529
1635180705340,2021-10-25T12.51.45.340,2.036,-0.886,-0.180,0.531
1635180705344,2021-10-25T12.51.45.344,2.040,-0.888,-0.182,0.532
1635180705348,2021-10-25T12.51.45.348,2.044,-0.888,-0.180,0.528
1635180705354,2021-10-25T12.51.45.354,2.050,-0.888,-0.179,0.530
1635180705359,2021-10-25T12.51.45.359,2.055,-0.888,-0.179,0.533
1635180705365,2021-10-25T12.51.45.365,2.061,-0.885,-0.180,0.531
1635180705369,2021-10-25T12.51.45.369,2.065,-0.888,-0.181,0.530
1635180705375,2021-10-25T12.51.45.375,2.071,-0.887,-0.180,0.532
1635180705379,2021-10-25T12.51.45.379,2.075,-0.887,-0.177,0.527
1635180705385,2021-10-25T12.51.45.385,2.081,-0.888,-0.179,0.528
1635180705389,2021-10-25T12.51.45.389,2.085,-0.888,-0.181,0.531
1635180705394,2021-10-25T12.51.45.394,2.090,-0.888,-0.179,0.528
1635180705400,2021-10-25T12.51.45.400,2.096,-0.891,-0.177,0.528
1635180705404,2021-10-25T12.51.45.404,2.100,-0.886,-0.178,0.529
1635180705410,2021-10-25T12.51.45.410,2.106,-0.886,-0.180,0.531
1635180705414,2021-10-25T12.51.45.414,2.110,-0.886,-0.179,0.529
1635180705420,2021-10-25T12.51.45.420,2.116,-0.888,-0.181,0.531
1635180705425,2021-10-25T12.51.45.425,2.121,-0.887,-0.182,0.530
1635180705429,2021-10-25T12.51.45.429,2.125,-0.887,-0.176,0.529
1635180705435,2021-10-25T12.51.45.435,2.131,-0.886,-0.181,0.528
1635180705439,2021-10-25T12.51.45.439,2.135,-0.887,-0.180,0.529
1635180705445,2021-10-25T12.51.45.445,2.141,-0.886,-0.178,0.527
1635180705450,2021-10-25T12.51.45.450,2.146,-0.885,-0.179,0.533
1635180705455,2021-10-25T12.51.45.455,2.151,-0.887,-0.179,0.530
1635180705460,2021-10-25T12.51.45.460,2.156,-0.886,-0.176,0.530
1635180705466,2021-10-25T12.51.45.466,2.162,-0.889,-0.183,0.531
1635180705470,2021-10-25T12.51.45.470,2.166,-0.889,-0.180,0.530
1635180705474,2021-10-25T12.51.45.474,2.170,-0.888,-0.178,0.527
1635180705480,2021-10-25T12.51.45.480,2.176,-0.888,-0.181,0.535
1635180705485,2021-10-25T12.51.45.485,2.181,-0.888,-0.180,0.533
1635180705491,2021-10-25T12.51.45.491,2.187,-0.890,-0.177,0.528
1635180705495,2021-10-25T12.51.45.495,2.191,-0.891,-0.180,0.528
1635180705501,2021-10-25T12.51.45.501,2.197,-0.890,-0.184,0.530
1635180705505,2021-10-25T12.51.45.505,2.201,-0.886,-0.178,0.530
1635180705510,2021-10-25T12.51.45.510,2.206,-0.887,-0.178,0.533
1635180705515,2021-10-25T12.51.45.515,2.211,-0.886,-0.178,0.531
1635180705520,2021-10-25T12.51.45.520,2.216,-0.885,-0.180,0.531
1635180705526,2021-10-25T12.51.45.526,2.222,-0.889,-0.179,0.527
1635180705530,2021-10-25T12.51.45.530,2.226,-0.889,-0.179,0.526
1635180705536,2021-10-25T12.51.45.536,2.232,-0.889,-0.179,0.531
1635180705540,2021-10-25T12.51.45.540,2.236,-0.888,-0.179,0.528
1635180705546,2021-10-25T12.51.45.546,2.242,-0.888,-0.180,0.530
1635180705551,2021-10-25T12.51.45.551,2.247,-0.888,-0.178,0.530
1635180705555,2021-10-25T12.51.45.555,2.251,-0.888,-0.181,0.533
1635180705561,2021-10-25T12.51.45.561,2.257,-0.889,-0.182,0.529
1635180705565,2021-10-25T12.51.45.565,2.261,-0.886,-0.182,0.528
1635180705571,2021-10-25T12.51.45.571,2.267,-0.886,-0.181,0.529
1635180705578,2021-10-25T12.51.45.578,2.274,-0.888,-0.176,0.529
1635180705581,2021-10-25T12.51.45.581,2.277,-0.886,-0.178,0.527
1635180705586,2021-10-25T12.51.45.586,2.282,-0.887,-0.180,0.530
1635180705590,2021-10-25T12.51.45.590,2.286,-0.887,-0.178,0.533
1635180705596,2021-10-25T12.51.45.596,2.292,-0.886,-0.177,0.529
1635180705600,2021-10-25T12.51.45.600,2.296,-0.888,-0.181,0.531
1635180705608,2021-10-25T12.51.45.608,2.304,-0.888,-0.176,0.530
1635180705611,2021-10-25T12.51.45.611,2.307,-0.886,-0.175,0.529
1635180705617,2021-10-25T12.51.45.617,2.313,-0.884,-0.180,0.530
1635180705621,2021-10-25T12.51.45.621,2.317,-0.888,-0.180,0.531
1635180705627,2021-10-25T12.51.45.627,2.323,-0.889,-0.179,0.530
1635180705631,2021-10-25T12.51.45.631,2.327,-0.888,-0.178,0.530
1635180705638,2021-10-25T12.51.45.638,2.334,-0.888,-0.180,0.529
1635180705641,2021-10-25T12.51.45.641,2.337,-0.885,-0.179,0.531
1635180705646,2021-10-25T12.51.45.646,2.342,-0.888,-0.180,0.533
1635180705652,2021-10-25T12.51.45.652,2.348,-0.889,-0.181,0.533
1635180705656,2021-10-25T12.51.45.656,2.352,-0.889,-0.181,0.529
1635180705662,2021-10-25T12.51.45.662,2.358,-0.887,-0.181,0.532
1635180705668,2021-10-25T12.51.45.668,2.364,-0.888,-0.178,0.530
1635180705671,2021-10-25T12.51.45.671,2.367,-0.887,-0.181,0.532
1635180705677,2021-10-25T12.51.45.677,2.373,-0.885,-0.178,0.530
1635180705681,2021-10-25T12.51.45.681,2.377,-0.887,-0.180,0.528
1635180705687,2021-10-25T12.51.45.687,2.383,-0.887,-0.182,0.527
1635180705691,2021-10-25T12.51.45.691,2.387,-0.887,-0.178,0.528
1635180705699,2021-10-25T12.51.45.699,2.395,-0.887,-0.177,0.531
1635180705701,2021-10-25T12.51.45.701,2.397,-0.890,-0.180,0.532
1635180705707,2021-10-25T12.51.45.707,2.403,-0.888,-0.181,0.529
1635180705712,2021-10-25T12.51.45.712,2.408,-0.886,-0.181,0.528
1635180705716,2021-10-25T12.51.45.716,2.412,-0.888,-0.180,0.530
1635180705722,2021-10-25T12.51.45.722,2.418,-0.890,-0.179,0.532
1635180705728,2021-10-25T12.51.45.728,2.424,-0.887,-0.180,0.529
1635180705732,2021-10-25T12.51.45.732,2.428,-0.885,-0.181,0.528
1635180705737,2021-10-25T12.51.45.737,2.433,-0.885,-0.180,0.529
1635180705742,2021-10-25T12.51.45.742,2.438,-0.889,-0.178,0.527
1635180705747,2021-10-25T12.51.45.747,2.443,-0.887,-0.179,0.531
1635180705753,2021-10-25T12.51.45.753,2.449,-0.887,-0.178,0.528
1635180705759,2021-10-25T12.51.45.759,2.455,-0.888,-0.178,0.532
1635180705762,2021-10-25T12.51.45.762,2.458,-0.888,-0.179,0.531
1635180705767,2021-10-25T12.51.45.767,2.463,-0.888,-0.180,0.531
1635180705772,2021-10-25T12.51.45.772,2.468,-0.887,-0.178,0.530
1635180705778,2021-10-25T12.51.45.778,2.474,-0.887,-0.178,0.530
1635180705782,2021-10-25T12.51.45.782,2.478,-0.885,-0.177,0.529
1635180705788,2021-10-25T12.51.45.788,2.484,-0.887,-0.180,0.529
1635180705792,2021-10-25T12.51.45.792,2.488,-0.889,-0.181,0.531
1635180705797,2021-10-25T12.51.45.797,2.493,-0.886,-0.181,0.531
1635180705803,2021-10-25T12.51.45.803,2.499,-0.888,-0.176,0.526
1635180705807,2021-10-25T12.51.45.807,2.503,-0.888,-0.180,0.528
1635180705813,2021-10-25T12.51.45.813,2.509,-0.890,-0.183,0.529
1635180705819,2021-10-25T12.51.45.819,2.515,-0.890,-0.182,0.528
1635180705823,2021-10-25T12.51.45.823,2.519,-0.888,-0.182,0.533
1635180705827,2021-10-25T12.51.45.827,2.523,-0.888,-0.180,0.530
1635180705833,2021-10-25T12.51.45.833,2.529,-0.885,-0.180,0.531
1635180705838,2021-10-25T12.51.45.838,2.534,-0.886,-0.178,0.532
1635180705842,2021-10-25T12.51.45.842,2.538,-0.889,-0.178,0.532
1635180705848,2021-10-25T12.51.45.848,2.544,-0.890,-0.177,0.532
1635180705852,2021-10-25T12.51.45.852,2.548,-0.889,-0.179,0.530
1635180705858,2021-10-25T12.51.45.858,2.554,-0.889,-0.179,0.533
1635180705863,2021-10-25T12.51.45.863,2.559,-0.885,-0.180,0.532
1635180705868,2021-10-25T12.51.45.868,2.564,-0.888,-0.179,0.531
1635180705873,2021-10-25T12.51.45.873,2.569,-0.889,-0.178,0.530
1635180705879,2021-10-25T12.51.45.879,2.575,-0.890,-0.176,0.532
1635180705883,2021-10-25T12.51.45.883,2.579,-0.886,-0.181,0.529
1635180705888,2021-10-25T12.51.45.888,2.584,-0.889,-0.182,0.530
1635180705893,2021-10-25T12.51.45.893,2.589,-0.890,-0.180,0.526
1635180705898,2021-10-25T12.51.45.898,2.594,-0.888,-0.176,0.527
1635180705904,2021-10-25T12.51.45.904,2.600,-0.887,-0.175,0.528
1635180705908,2021-10-25T12.51.45.908,2.604,-0.890,-0.176,0.529
1635180705914,2021-10-25T12.51.45.914,2.610,-0.889,-0.179,0.529
1635180705918,2021-10-25T12.51.45.918,2.614,-0.885,-0.179,0.525
1635180705923,2021-10-25T12.51.45.923,2.619,-0.888,-0.179,0.530
1635180705929,2021-10-25T12.51.45.929,2.625,-0.889,-0.179,0.532
1635180705933,2021-10-25T12.51.45.933,2.629,-0.890,-0.180,0.533
1635180705939,2021-10-25T12.51.45.939,2.635,-0.887,-0.179,0.531
1635180705943,2021-10-25T12.51.45.943,2.639,-0.888,-0.180,0.527
1635180705949,2021-10-25T12.51.45.949,2.645,-0.888,-0.178,0.529
1635180705953,2021-10-25T12.51.45.953,2.649,-0.889,-0.179,0.528
1635180705958,2021-10-25T12.51.45.958,2.654,-0.887,-0.181,0.531
1635180705964,2021-10-25T12.51.45.964,2.660,-0.885,-0.181,0.529
1635180705968,2021-10-25T12.51.45.968,2.664,-0.887,-0.180,0.529
1635180705974,2021-10-25T12.51.45.974,2.670,-0.889,-0.179,0.530
1635180705978,2021-10-25T12.51.45.978,2.674,-0.888,-0.184,0.530
1635180705984,2021-10-25T12.51.45.984,2.680,-0.887,-0.182,0.529
1635180705989,2021-10-25T12.51.45.989,2.685,-0.889,-0.179,0.529
1635180705994,2021-10-25T12.51.45.994,2.690,-0.889,-0.179,0.532
1635180705999,2021-10-25T12.51.45.999,2.695,-0.887,-0.180,0.527
1635180706003,2021-10-25T12.51.46.003,2.699,-0.891,-0.181,0.531
1635180706009,2021-10-25T12.51.46.009,2.705,-0.888,-0.176,0.530
1635180706013,2021-10-25T12.51.46.013,2.709,-0.887,-0.179,0.528
1635180706019,2021-10-25T12.51.46.019,2.715,-0.887,-0.181,0.531
1635180706024,2021-10-25T12.51.46.024,2.720,-0.890,-0.183,0.529
1635180706030,2021-10-25T12.51.46.030,2.726,-0.887,-0.181,0.531
1635180706034,2021-10-25T12.51.46.034,2.730,-0.890,-0.177,0.531
1635180706040,2021-10-25T12.51.46.040,2.736,-0.888,-0.182,0.527
1635180706044,2021-10-25T12.51.46.044,2.740,-0.889,-0.180,0.527
1635180706049,2021-10-25T12.51.46.049,2.745,-0.885,-0.178,0.528
1635180706055,2021-10-25T12.51.46.055,2.751,-0.887,-0.179,0.528
1635180706059,2021-10-25T12.51.46.059,2.755,-0.886,-0.178,0.528
1635180706065,2021-10-25T12.51.46.065,2.761,-0.887,-0.180,0.531
1635180706069,2021-10-25T12.51.46.069,2.765,-0.888,-0.177,0.532
1635180706075,2021-10-25T12.51.46.075,2.771,-0.884,-0.178,0.528
1635180706079,2021-10-25T12.51.46.079,2.775,-0.886,-0.180,0.529
1635180706084,2021-10-25T12.51.46.084,2.780,-0.886,-0.177,0.527
1635180706090,2021-10-25T12.51.46.090,2.786,-0.889,-0.178,0.534
1635180706094,2021-10-25T12.51.46.094,2.790,-0.886,-0.179,0.531
1635180706100,2021-10-25T12.51.46.100,2.796,-0.887,-0.179,0.531
1635180706104,2021-10-25T12.51.46.104,2.800,-0.889,-0.180,0.525
1635180706110,2021-10-25T12.51.46.110,2.806,-0.889,-0.183,0.527
1635180706115,2021-10-25T12.51.46.115,2.811,-0.888,-0.178,0.531
1635180706120,2021-10-25T12.51.46.120,2.816,-0.888,-0.179,0.531
1635180706125,2021-10-25T12.51.46.125,2.821,-0.886,-0.180,0.530
1635180706129,2021-10-25T12.51.46.129,2.825,-0.887,-0.178,0.530
1635180706135,2021-10-25T12.51.46.135,2.831,-0.885,-0.177,0.527
1635180706139,2021-10-25T12.51.46.139,2.835,-0.887,-0.177,0.530
1635180706145,2021-10-25T12.51.46.145,2.841,-0.887,-0.178,0.531
1635180706150,2021-10-25T12.51.46.150,2.846,-0.887,-0.180,0.532
1635180706156,2021-10-25T12.51.46.156,2.852,-0.888,-0.179,0.530
1635180706160,2021-10-25T12.51.46.160,2.856,-0.886,-0.178,0.530
1635180706164,2021-10-25T12.51.46.164,2.860,-0.888,-0.180,0.530
1635180706170,2021-10-25T12.51.46.170,2.866,-0.887,-0.176,0.529
1635180706175,2021-10-25T12.51.46.175,2.871,-0.885,-0.175,0.528
1635180706180,2021-10-25T12.51.46.180,2.876,-0.886,-0.176,0.530
1635180706185,2021-10-25T12.51.46.185,2.881,-0.889,-0.176,0.531
1635180706191,2021-10-25T12.51.46.191,2.887,-0.887,-0.180,0.531
1635180706195,2021-10-25T12.51.46.195,2.891,-0.886,-0.181,0.528
1635180706201,2021-10-25T12.51.46.201,2.897,-0.892,-0.179,0.528
1635180706205,2021-10-25T12.51.46.205,2.901,-0.890,-0.179,0.526
1635180706210,2021-10-25T12.51.46.210,2.906,-0.888,-0.181,0.532
1635180706216,2021-10-25T12.51.46.216,2.912,-0.886,-0.178,0.530
1635180706220,2021-10-25T12.51.46.220,2.916,-0.887,-0.175,0.530
1635180706226,2021-10-25T12.51.46.226,2.922,-0.887,-0.176,0.532
1635180706230,2021-10-25T12.51.46.230,2.926,-0.890,-0.180,0.529
1635180706236,2021-10-25T12.51.46.236,2.932,-0.888,-0.181,0.527
1635180706241,2021-10-25T12.51.46.241,2.937,-0.887,-0.180,0.530
1635180706246,2021-10-25T12.51.46.246,2.942,-0.887,-0.178,0.532
1635180706251,2021-10-25T12.51.46.251,2.947,-0.888,-0.178,0.529
1635180706255,2021-10-25T12.51.46.255,2.951,-0.887,-0.178,0.526
1635180706261,2021-10-25T12.51.46.261,2.957,-0.886,-0.180,0.530
1635180706265,2021-10-25T12.51.46.265,2.961,-0.885,-0.181,0.531
1635180706271,2021-10-25T12.51.46.271,2.967,-0.885,-0.179,0.525
1635180706276,2021-10-25T12.51.46.276,2.972,-0.889,-0.182,0.532
1635180706282,2021-10-25T12.51.46.282,2.978,-0.887,-0.182,0.535
1635180706286,2021-10-25T12.51.46.286,2.982,-0.888,-0.177,0.529
1635180706290,2021-10-25T12.51.46.290,2.986,-0.887,-0.180,0.527
1635180706296,2021-10-25T12.51.46.296,2.992,-0.888,-0.180,0.531
1635180706301,2021-10-25T12.51.46.301,2.997,-0.885,-0.180,0.532
1635180706306,2021-10-25T12.51.46.306,3.002,-0.887,-0.179,0.529
1635180706311,2021-10-25T12.51.46.311,3.007,-0.889,-0.180,0.528
1635180706317,2021-10-25T12.51.46.317,3.013,-0.888,-0.181,0.529
1635180706321,2021-10-25T12.51.46.321,3.017,-0.889,-0.180,0.531
1635180706327,2021-10-25T12.51.46.327,3.023,-0.888,-0.179,0.532
1635180706331,2021-10-25T12.51.46.331,3.027,-0.887,-0.177,0.529
1635180706336,2021-10-25T12.51.46.336,3.032,-0.890,-0.180,0.529
1635180706342,2021-10-25T12.51.46.342,3.038,-0.885,-0.179,0.527
1635180706346,2021-10-25T12.51.46.346,3.042,-0.886,-0.179,0.527
1635180706352,2021-10-25T12.51.46.352,3.048,-0.887,-0.176,0.531
1635180706356,2021-10-25T12.51.46.356,3.052,-0.889,-0.177,0.532
1635180706362,2021-10-25T12.51.46.362,3.058,-0.887,-0.177,0.529
1635180706367,2021-10-25T12.51.46.367,3.063,-0.888,-0.180,0.529
1635180706371,2021-10-25T12.51.46.371,3.067,-0.890,-0.180,0.531
1635180706377,2021-10-25T12.51.46.377,3.073,-0.889,-0.180,0.531
1635180706381,2021-10-25T12.51.46.381,3.077,-0.888,-0.178,0.528
1635180706387,2021-10-25T12.51.46.387,3.083,-0.888,-0.179,0.529
1635180706391,2021-10-25T12.51.46.391,3.087,-0.890,-0.179,0.532
1635180706397,2021-10-25T12.51.46.397,3.093,-0.888,-0.176,0.532
1635180706402,2021-10-25T12.51.46.402,3.098,-0.885,-0.178,0.529
1635180706406,2021-10-25T12.51.46.406,3.102,-0.887,-0.181,0.530
1635180706412,2021-10-25T12.51.46.412,3.108,-0.889,-0.181,0.529
1635180706416,2021-10-25T12.51.46.416,3.112,-0.890,-0.180,0.527
1635180706422,2021-10-25T12.51.46.422,3.118,-0.887,-0.176,0.530
1635180706427,2021-10-25T12.51.46.427,3.123,-0.889,-0.178,0.529
1635180706432,2021-10-25T12.51.46.432,3.128,-0.887,-0.179,0.531
1635180706437,2021-10-25T12.51.46.437,3.133,-0.887,-0.181,0.529
1635180706443,2021-10-25T12.51.46.443,3.139,-0.886,-0.176,0.530
1635180706447,2021-10-25T12.51.46.447,3.143,-0.887,-0.178,0.530
1635180706451,2021-10-25T12.51.46.451,3.147,-0.884,-0.181,0.532
1635180706457,2021-10-25T12.51.46.457,3.153,-0.888,-0.181,0.532
1635180706462,2021-10-25T12.51.46.462,3.158,-0.889,-0.180,0.528
1635180706468,2021-10-25T12.51.46.468,3.164,-0.886,-0.178,0.530
1635180706472,2021-10-25T12.51.46.472,3.168,-0.887,-0.177,0.534
1635180706478,2021-10-25T12.51.46.478,3.174,-0.887,-0.179,0.531
1635180706482,2021-10-25T12.51.46.482,3.178,-0.887,-0.181,0.530
1635180706488,2021-10-25T12.51.46.488,3.184,-0.886,-0.179,0.530
1635180706492,2021-10-25T12.51.46.492,3.188,-0.888,-0.179,0.530
1635180706497,2021-10-25T12.51.46.497,3.193,-0.888,-0.179,0.530
1635180706503,2021-10-25T12.51.46.503,3.199,-0.886,-0.178,0.528
1635180706507,2021-10-25T12.51.46.507,3.203,-0.888,-0.178,0.531
1635180706513,2021-10-25T12.51.46.513,3.209,-0.886,-0.178,0.527
1635180706517,2021-10-25T12.51.46.517,3.213,-0.885,-0.179,0.532
1635180706523,2021-10-25T12.51.46.523,3.219,-0.887,-0.179,0.532
1635180706528,2021-10-25T12.51.46.528,3.224,-0.888,-0.179,0.528
1635180706532,2021-10-25T12.51.46.532,3.228,-0.889,-0.180,0.529
1635180706538,2021-10-25T12.51.46.538,3.234,-0.888,-0.180,0.532
1635180706542,2021-10-25T12.51.46.542,3.238,-0.889,-0.179,0.531
1635180706548,2021-10-25T12.51.46.548,3.244,-0.890,-0.178,0.529
1635180706553,2021-10-25T12.51.46.553,3.249,-0.889,-0.178,0.530
1635180706558,2021-10-25T12.51.46.558,3.254,-0.892,-0.177,0.532
1635180706563,2021-10-25T12.51.46.563,3.259,-0.890,-0.178,0.531
1635180706569,2021-10-25T12.51.46.569,3.265,-0.889,-0.180,0.530
1635180706573,2021-10-25T12.51.46.573,3.269,-0.886,-0.180,0.528
1635180706577,2021-10-25T12.51.46.577,3.273,-0.886,-0.182,0.530
1635180706583,2021-10-25T12.51.46.583,3.279,-0.888,-0.184,0.530
1635180706588,2021-10-25T12.51.46.588,3.284,-0.884,-0.179,0.528
1635180706594,2021-10-25T12.51.46.594,3.290,-0.888,-0.178,0.532
1635180706598,2021-10-25T12.51.46.598,3.294,-0.888,-0.179,0.530
1635180706604,2021-10-25T12.51.46.604,3.300,-0.890,-0.180,0.530
1635180706608,2021-10-25T12.51.46.608,3.304,-0.888,-0.178,0.529
1635180706613,2021-10-25T12.51.46.613,3.309,-0.886,-0.180,0.530
1635180706618,2021-10-25T12.51.46.618,3.314,-0.888,-0.179,0.531
1635180706623,2021-10-25T12.51.46.623,3.319,-0.886,-0.180,0.531
1635180706629,2021-10-25T12.51.46.629,3.325,-0.889,-0.177,0.532
1635180706633,2021-10-25T12.51.46.633,3.329,-0.888,-0.180,0.534
1635180706639,2021-10-25T12.51.46.639,3.335,-0.890,-0.177,0.529
1635180706643,2021-10-25T12.51.46.643,3.339,-0.891,-0.177,0.530
1635180706649,2021-10-25T12.51.46.649,3.345,-0.888,-0.177,0.531
1635180706654,2021-10-25T12.51.46.654,3.350,-0.890,-0.176,0.530
1635180706658,2021-10-25T12.51.46.658,3.354,-0.888,-0.180,0.532
1635180706664,2021-10-25T12.51.46.664,3.360,-0.886,-0.180,0.529
1635180706668,2021-10-25T12.51.46.668,3.364,-0.885,-0.180,0.529
1635180706674,2021-10-25T12.51.46.674,3.370,-0.886,-0.180,0.528
1635180706679,2021-10-25T12.51.46.679,3.375,-0.889,-0.179,0.532
1635180706684,2021-10-25T12.51.46.684,3.380,-0.887,-0.178,0.529
1635180706689,2021-10-25T12.51.46.689,3.385,-0.887,-0.179,0.529
1635180706695,2021-10-25T12.51.46.695,3.391,-0.885,-0.180,0.527
1635180706699,2021-10-25T12.51.46.699,3.395,-0.887,-0.181,0.529
1635180706703,2021-10-25T12.51.46.703,3.399,-0.886,-0.180,0.532
1635180706709,2021-10-25T12.51.46.709,3.405,-0.885,-0.180,0.530
1635180706714,2021-10-25T12.51.46.714,3.410,-0.886,-0.182,0.529
1635180706720,2021-10-25T12.51.46.720,3.416,-0.884,-0.183,0.531
1635180706724,2021-10-25T12.51.46.724,3.420,-0.887,-0.178,0.532
1635180706730,2021-10-25T12.51.46.730,3.426,-0.891,-0.177,0.531
1635180706734,2021-10-25T12.51.46.734,3.430,-0.888,-0.178,0.528
1635180706739,2021-10-25T12.51.46.739,3.435,-0.887,-0.180,0.526
1635180706744,2021-10-25T12.51.46.744,3.440,-0.888,-0.179,0.530
1635180706749,2021-10-25T12.51.46.749,3.445,-0.884,-0.179,0.531
1635180706755,2021-10-25T12.51.46.755,3.451,-0.885,-0.177,0.528
1635180706759,2021-10-25T12.51.46.759,3.455,-0.888,-0.180,0.529
1635180706765,2021-10-25T12.51.46.765,3.461,-0.887,-0.181,0.529
1635180706769,2021-10-25T12.51.46.769,3.465,-0.887,-0.180,0.531
1635180706775,2021-10-25T12.51.46.775,3.471,-0.886,-0.179,0.532
1635180706780,2021-10-25T12.51.46.780,3.476,-0.887,-0.179,0.531
1635180706784,2021-10-25T12.51.46.784,3.480,-0.887,-0.180,0.529
1635180706790,2021-10-25T12.51.46.790,3.486,-0.889,-0.180,0.529
1635180706794,2021-10-25T12.51.46.794,3.490,-0.890,-0.180,0.529
1635180706800,2021-10-25T12.51.46.800,3.496,-0.887,-0.178,0.531
1635180706805,2021-10-25T12.51.46.805,3.501,-0.885,-0.179,0.528
1635180706810,2021-10-25T12.51.46.810,3.506,-0.887,-0.180,0.529
1635180706815,2021-10-25T12.51.46.815,3.511,-0.888,-0.178,0.531
1635180706819,2021-10-25T12.51.46.819,3.515,-0.887,-0.180,0.528
1635180706825,2021-10-25T12.51.46.825,3.521,-0.887,-0.179,0.529
1635180706829,2021-10-25T12.51.46.829,3.525,-0.889,-0.180,0.533
1635180706835,2021-10-25T12.51.46.835,3.531,-0.891,-0.179,0.534
1635180706840,2021-10-25T12.51.46.840,3.536,-0.888,-0.182,0.533
1635180706846,2021-10-25T12.51.46.846,3.542,-0.887,-0.177,0.529
1635180706850,2021-10-25T12.51.46.850,3.546,-0.887,-0.177,0.528
1635180706856,2021-10-25T12.51.46.856,3.552,-0.886,-0.177,0.531
1635180706860,2021-10-25T12.51.46.860,3.556,-0.886,-0.178,0.530
1635180706865,2021-10-25T12.51.46.865,3.561,-0.888,-0.180,0.527
1635180706870,2021-10-25T12.51.46.870,3.566,-0.889,-0.182,0.530
1635180706875,2021-10-25T12.51.46.875,3.571,-0.886,-0.178,0.532
1635180706881,2021-10-25T12.51.46.881,3.577,-0.883,-0.177,0.530
1635180706885,2021-10-25T12.51.46.885,3.581,-0.888,-0.179,0.528
1635180706891,2021-10-25T12.51.46.891,3.587,-0.888,-0.179,0.530
1635180706895,2021-10-25T12.51.46.895,3.591,-0.886,-0.180,0.529
